run_id,job_id,skill_count,title,description_excerpt,source,country,detected_skills,evidence,expected_skills,false_positive_skills,reviewer_notes
75,422,8,Développeur Fullstack Java - Angular - IA Générative H/F,"* Concevoir et développer des applications web robustes en Java (Spring Boot) et Angular. * Intégrer des modèles d'IA générative (LLMs, diffusion, etc.) dans les produits : génération de texte, d'images, de code, etc. * Collaborer avec les Data Scientists pour affiner les prompts et améliorer les performances des modèl",adzuna,fr,Angular; Artificial Intelligence; Full Stack Development; Generative AI; Hugging Face Transformers; Java; Large Language Models; Spring,Angular='Angular'@title:29-36 | Artificial Intelligence='IA'@title:39-41 | Full Stack Development='Fullstack'@title:12-21 | Generative AI='IA Générative'@title:39-52 | Hugging Face Transformers='Hugging Face'@description:394-406 | Java='Java'@title:22-26 | Large Language Models='LLMs'@description:130-134 | Spring='Spring'@description:65-71,,,
75,473,8,Développeur Fullstack Java/Angular - IA Générative F/H,"Concevoir et développer des applications web robustes en Java (Spring Boot) et Angular. Intégrer des modèles d’IA générative (LLMs, diffusion, etc.) dans les produits : génération de texte, d’images, de code, etc. Collaborer avec les Data Scientists pour affiner les prompts et améliorer les performances des modèles. Me",adzuna,fr,Angular; Artificial Intelligence; Full Stack Development; Generative AI; Hugging Face Transformers; Java; Large Language Models; Spring,Angular='Angular'@title:27-34 | Artificial Intelligence='IA'@title:37-39 | Full Stack Development='Fullstack'@title:12-21 | Generative AI='IA Générative'@title:37-50 | Hugging Face Transformers='Hugging Face'@description:386-398 | Java='Java'@title:22-26 | Large Language Models='LLMs'@description:126-130 | Spring='Spring'@description:63-69,,,
75,729,8,Product Owner IA - Paris H/F,"À propos de WEBNET WEBNET c’est : 200 collaborateurs (dragonniers) passionnés avec une expertise de plus de 25 ans en architectures web & mobile, comme en témoignent les plus de 2000 projets d’envergure à son actif que ce soit sur : PHP / Symfony, JAVA EE, Microsoft .NET, Angular, React, IONIC). Nous avons à cœur de pr",adzuna,fr,.NET; Angular; Artificial Intelligence; Java; PHP; Product Management; React; Symfony,.NET='.NET'@description:267-271 | Angular='Angular'@description:273-280 | Artificial Intelligence='IA'@title:14-16 | Java='JAVA'@description:248-252 | PHP='PHP'@description:233-236 | Product Management='Product Owner'@title:0-13 | React='React'@description:282-287 | Symfony='Symfony'@description:239-246,,,
75,730,8,Product Owner IA,"À propos de WEBNET WEBNET c’est : 200 collaborateurs (dragonniers) passionnés avec une expertise de plus de 25 ans en architectures web & mobile, comme en témoignent les plus de 2000 projets d’envergure à son actif que ce soit sur : PHP / Symfony, JAVA EE, Microsoft .NET, Angular, React, IONIC). Nous avons à cœur de pr",adzuna,fr,.NET; Angular; Artificial Intelligence; Java; PHP; Product Management; React; Symfony,.NET='.NET'@description:267-271 | Angular='Angular'@description:273-280 | Artificial Intelligence='IA'@title:14-16 | Java='JAVA'@description:248-252 | PHP='PHP'@description:233-236 | Product Management='Product Owner'@title:0-13 | React='React'@description:282-287 | Symfony='Symfony'@description:239-246,,,
75,843,8,Expert Frontend Avancé - Visualisation Temps Réel & IA (TypeScript/React/Next.js/FastAPI),"À propos de Xpdeep Qui sommes-nous ? L’explicabilité en Intelligence Artificielle est un enjeu stratégique et de souveraineté européenne (RGPD et AI Act), en particulier dans les domaines sensibles liés à la sécurité, la défense, la protection des données privées et l'éthique des décisions. Notre startup deeptech XPDEE",adzuna,fr,Artificial Intelligence; Deep Learning; FastAPI; Frontend Development; GDPR Compliance; Next.js; React; TypeScript,Artificial Intelligence='AI'@description:146-148 | Deep Learning='deep learning'@description:412-425 | FastAPI='FastAPI'@title:81-88 | Frontend Development='Frontend'@title:7-15 | GDPR Compliance='RGPD'@description:138-142 | Next.js='Next.js'@title:73-80 | React='React'@title:67-72 | TypeScript='TypeScript'@title:56-66,,,
75,425,7,Développeur Full Stack IA - Java - Vuejs H/F,"Au sein de l'équipe IA & Valorisation de notre client, vous participerez au développement de solutions innovantes autour de l'intelligence artificielle. Cette équipe, composée de Data Scientists et d'Ingénieurs IA, conçoit des prototypes, développe des outils d'IA et accompagne les métiers dans l'intégration de nouvell",adzuna,fr,Artificial Intelligence; Generative AI; Java; Large Language Models; Natural Language Processing; Retrieval-Augmented Generation; Vue.js,Artificial Intelligence='IA'@title:23-25 | Generative AI='IA générative'@description:471-484 | Java='Java'@title:28-32 | Large Language Models='LLM'@description:486-489 | Natural Language Processing='NLP'@description:496-499 | Retrieval-Augmented Generation='RAG'@description:491-494 | Vue.js='Vuejs'@title:35-40,,,
75,435,7,Développeur Fullstack Java/Angular - IA Générative,"En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise Capgemini recherche actuellement des profils : Concevoir ",adzuna,fr,Angular; Artificial Intelligence; Full Stack Development; Generative AI; Java; Large Language Models; Spring,Angular='Angular'@title:27-34 | Artificial Intelligence='IA'@title:37-39 | Full Stack Development='Fullstack'@title:12-21 | Generative AI='IA Générative'@title:37-50 | Java='Java'@title:22-26 | Large Language Models='LLMs'@description:436-440 | Spring='Spring'@description:373-379,,,
75,525,7,Applied Architect H/F,"En tant qu'AI Architect, vous jouerez un rôle stratégique au sein de Devoteam AI Apps en concevant et en pilotant l'architecture des solutions d'intelligence artificielle de nos clients. De la phase de cadrage et de preuve de concept jusqu'à la mise en production à l'échelle, vous interviendrez sur des environnements v",adzuna,fr,Artificial Intelligence; AWS; Azure; GCP; Lean; OVHcloud; Scaleway,Artificial Intelligence='AI'@description:78-80 | AWS='AWS'@description:342-345 | Azure='Azure'@description:335-340 | GCP='GCP'@description:347-350 | Lean='Lean'@description:448-452 | OVHcloud='OVHcloud'@description:380-388 | Scaleway='Scaleway'@description:370-378,,,
75,731,7,Développeur IA / AI Engineer - Paris H/F,"À propos de WEBNET WEBNET c’est : 200 collaborateurs (dragonniers) passionnés avec une expertise de plus de 25 ans en architectures web & mobile, comme en témoignent les plus de 2000 projets d’envergure à son actif que ce soit sur : PHP / Symfony, JAVA EE, Microsoft .NET, Angular, React, IONIC). Nous avons à cœur de pr",adzuna,fr,.NET; Angular; Artificial Intelligence; Java; PHP; React; Symfony,.NET='.NET'@description:267-271 | Angular='Angular'@description:273-280 | Artificial Intelligence='AI'@title:17-19 | Java='JAVA'@description:248-252 | PHP='PHP'@description:233-236 | React='React'@description:282-287 | Symfony='Symfony'@description:239-246,,,
75,990,7,Machine learning Engineer (H/F),"En tant que consultant(e) Klanik, vous interviendrez chez l'un de nos partenaires grands-comptes sur la mission suivante: - Déploiement et gestion d'applications ML en production, avec une forte dimension MLOps. - Mise en production d'applications de Machine Learning - Collecte et orchestration de pipelines de données ",adzuna,fr,CI/CD; Docker; FastAPI; Machine Learning; MLOps; Python; Streamlit,CI/CD='CI/CD'@description:340-345 | Docker='Docker'@description:488-494 | FastAPI='FastAPI'@description:468-475 | Machine Learning='Machine learning'@title:0-16 | MLOps='MLOps'@description:205-210 | Python='Python'@description:460-466 | Streamlit='Streamlit'@description:477-486,,,
75,1136,7,Senior Data & AI Engineer F/H,"️ Concevoir des architectures data sur Databricks, Delta Lake et Unity Catalog, en garantissant performance et sécurité. Créer des modèles analytiques décisionnels robustes répondant aux besoins métiers. ⚙️ Développer des pipelines ELT/ETL fiables et contribuer à la démarche CI/CD. Exploiter l'IA pour accélérer la prod",adzuna,fr,Artificial Intelligence; CI/CD; Data Quality; Data Science; Databricks; ELT; ETL,Artificial Intelligence='AI'@title:14-16 | CI/CD='CI/CD'@description:276-281 | Data Quality='Data Quality'@description:373-385 | Data Science='data science'@description:479-491 | Databricks='Databricks'@description:39-49 | ELT='ELT'@description:232-235 | ETL='ETL'@description:236-239,,,
75,359,6,Data Scientist IA Générative très orienté engineering - Freelance,"Description du poste Contexte : Intégrer une squad IA Générative afin de concevoir, développer et industrialiser des cas d'usage LLM dans un environnement de production. Missions principales Développer des applications et workflows basés sur des LLM. Concevoir des architectures IA Générative robustes et industrialisabl",adzuna,fr,Artificial Intelligence; FastAPI; Generative AI; LangChain; Large Language Models; Prompt Engineering,Artificial Intelligence='IA'@title:15-17 | FastAPI='FastAPI'@description:468-475 | Generative AI='IA Générative'@title:15-28 | LangChain='LangChain'@description:421-430 | Large Language Models='LLM'@description:129-132 | Prompt Engineering='prompt engineering'@description:336-354,,,
75,403,6,Data Analyst / Data Scientist confirmé(e) Power BI & GCP F/H,"Dans le cadre du renforcement d'une équipe Performance & Run au sein d'un grand groupe du secteur bancaire, nous recherchons un(e) Data Analyst disposant également de compétences en Data Science, pour concevoir des analyses, des rapports BI (Power BI) et des analyses avancées sur Google Cloud Platform (GCP — BigQuery, ",adzuna,fr,Business Intelligence; Data Science; dbt; GCP; Google BigQuery; Power BI,Business Intelligence='BI'@title:48-50 | Data Science='Data Science'@description:182-194 | dbt='DBT'@description:330-333 | GCP='GCP'@title:53-56 | Google BigQuery='BigQuery'@description:310-318 | Power BI='Power BI'@title:42-50,,,
75,412,6,Data Scientist / Ingénieur(e) IA & Machine Learning - NLP & Analyse Prédictive (poste ouvert alternance ou 1er CDI),"Mission principale En tant que Data Scientist / Ingénieur(e) IA, vous êtes le pilier technique de la Data Science au sein d'Equinoxe. Vous prenez le relais sur les initiatives d'intelligence artificielle déjà amorcées et devenez la ressource interne clé pour : - L'architecture et la conception des modèles (Machine Lear",adzuna,fr,Artificial Intelligence; Data Science; Large Language Models; Machine Learning; MLOps; Natural Language Processing,Artificial Intelligence='IA'@title:30-32 | Data Science='Data Science'@description:101-113 | Large Language Models='LLM'@description:327-330 | Machine Learning='Machine Learning'@title:35-51 | MLOps='MLOps'@description:428-433 | Natural Language Processing='NLP'@title:54-57,,,
75,474,6,Professeur d'Intelligence Artificielle - IA H/F,"Nous recherchons des étudiants passionnés, des ingénieurs, des Data Scientists ou des experts en nouvelles technologies pour donner des cours particuliers d'Intelligence Artificielle. Que vous soyez spécialisé en Machine Learning, Deep Learning, Python, ou dans l'utilisation d'outils comme ChatGPT (Prompt Engineering),",adzuna,fr,Artificial Intelligence; Deep Learning; Generative AI; Machine Learning; Prompt Engineering; Python,Artificial Intelligence='IA'@title:41-43 | Deep Learning='Deep Learning'@description:231-244 | Generative AI='IA générative'@description:457-470 | Machine Learning='Machine Learning'@description:213-229 | Prompt Engineering='Prompt Engineering'@description:300-318 | Python='Python'@description:246-252,,,
